ib,cogs,gsubind,dltt,che,emp,at,ebitda,dlc,isin,gvkey,conm,seq,lct,invt,ebit,fyear,ivch,naics,lt,ggroup,datadate,gind,fincf,xint,oibdp,ceq,sale,dp,xsga,loc,ppent,rect,dvt,capx,sic,xrd,ivst,revt,gsector,oancf,act,roa,roe,ebit_margin,ebitda_margin,net_profit_margin,operating_margin,gross_margin,roc,current_ratio,quick_ratio,cash_ratio,cash_ratio_enhanced,working_capital_ratio,debt_to_equity,total_debt_to_equity,equity_ratio,debt_ratio,interest_coverage,net_debt_to_ebitda,debt_to_assets,asset_turnover,revenue_per_employee,receivables_turnover,days_sales_outstanding,capital_intensity,working_capital_turnover,inventory_turnover,asset_quality,capex_to_revenue,capex_to_depreciation,fcf,fcf_margin,reinvestment_rate,cash_conversion,financial_leverage,rnd_intensity,dividend_payout_ratio,retention_ratio,revenue_growth,asset_growth,employee_growth,fcf_growth,capex_growth,margin_trend,leverage_trend,capex_trend,fcf_trend,margin_volatility,leverage_volatility,cf_to_assets,cashflow_volatility,margin_consistency,growth_quality,ebitda_outlier,ebit_outlier,roa_outlier,roe_outlier,ebit_margin_outlier,ebitda_margin_outlier,net_profit_margin_outlier,operating_margin_outlier,gross_margin_outlier,roc_outlier,current_ratio_outlier,quick_ratio_outlier,cash_ratio_outlier,cash_ratio_enhanced_outlier,working_capital_ratio_outlier,debt_to_equity_outlier,total_debt_to_equity_outlier,equity_ratio_outlier,debt_ratio_outlier,interest_coverage_outlier,net_debt_to_ebitda_outlier,debt_to_assets_outlier,asset_turnover_outlier,revenue_per_employee_outlier,receivables_turnover_outlier,days_sales_outstanding_outlier,capital_intensity_outlier,working_capital_turnover_outlier,inventory_turnover_outlier,asset_quality_outlier,capex_to_revenue_outlier,capex_to_depreciation_outlier,fcf_outlier,fcf_margin_outlier,reinvestment_rate_outlier,cash_conversion_outlier,financial_leverage_outlier,rnd_intensity_outlier,dividend_payout_ratio_outlier,retention_ratio_outlier,revenue_growth_outlier,asset_growth_outlier,employee_growth_outlier,fcf_growth_outlier,capex_growth_outlier,margin_trend_outlier,leverage_trend_outlier,capex_trend_outlier,fcf_trend_outlier,margin_volatility_outlier,leverage_volatility_outlier,cashflow_volatility_outlier,margin_consistency_outlier,growth_quality_outlier,years_available,latest_year,PC1,PC2,PC3,PC4,PC5,PC6,cluster,cluster_name,proximity_score,profitability_score,liquidity_score,leverage_score,efficiency_score,relative_score,overall_score
302.0,2222.0,15101010.0,52.0,153.0,6.781,2610.0,533.0,60.0,DE000A3E5D64,103200,FUCHS SE,1897.0,580.0,567.0,436.0,2024.0,2.0,324191.0,710.0,1510.0,2024-12-31,151010.0,-228.0,9.0,533.0,1897.0,3525.0,97.0,697.0,DEU,813.0,551.0,152.615,83.0,2990.0,79.0,0.0,3525.0,15.0,390.0,1285.0,16.704980842911876,15.919873484449129,12.368794326241137,15.120567375886528,8.567375886524822,15.120567375886528,36.9645390070922,22.370446382760388,2.2155172413793105,1.2379310344827583,0.2637931034482759,0.2637931034482759,27.011494252873565,0.0274117026884554,0.059040590405904,72.68199233716474,27.203065134099617,48.44444444444444,-0.0769230769230769,4.291187739463601,1.3505747126436782,519.8348326205574,6.397459165154265,57.05390070921986,23.06382978723404,5.0,3.9188712522045854,26.97318007662835,2.354609929078014,0.8556701030927835,307.0,8.709219858156029,21.28205128205128,89.44954128440367,1.3758566157090142,2.2411347517730498,50.534768211920536,49.46523178807946,-0.4518497599548143,7.71770532397853,8.115433673469386,-33.26086956521739,0.0,-0.500585552284974,0.0055430427954161,-0.1022746746936124,-0.2368478604337246,1.8049902090443213,0.02818302288002,14.942528735632186,5.175547287786805,0.8460569672791028,-0.2212029198779831,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,True,1.904183137083017,1.0071898001327908,-0.3391990060857483,0.061419701395477935,0.3169765811069224,2.1262268416982395,4,Upper-Mid,29.356830121518485,41.11390262304325,88.43111364464934,68.33292385528796,47.567170686356,57.751489365651466,33.933880561698246
149.685,569.503,35203010.0,80.874,26.431,4.517,1442.269,253.817,205.465,DE000A3ENQ51,358679,SCHOTT PHARMA AG & CO KGAA,790.406,435.48,140.445,188.839,2024.0,2.142,327213.0,650.0,3520.0,2024-09-30,352030.0,-78.156,12.779,253.817,790.406,957.091,64.978,125.184,DEU,723.49,411.446,24.098,145.075,3221.0,24.254,3.249,957.091,35.0,225.326,588.601,13.093188579938971,18.937735796540007,19.73051674292204,26.51963083970072,15.639578681650962,26.51963083970072,40.49646271880103,21.67374437609035,1.351614310645724,1.0291081105906126,0.0606939469091577,0.0681546798934509,10.616674143311682,0.1023195674121907,0.362268252012257,54.802952847215046,45.06787568754511,14.777290867830034,1.023997604573374,19.853369933070734,0.6636008955333575,211.88642904582687,2.3261643083174945,156.9106699362966,75.59260300222236,6.25055348384611,4.054989497668127,30.360286465284908,15.15791079427139,2.232678752808643,80.251,8.384887121496284,64.38449180298767,119.32175027404296,1.8247191949453827,2.5341372972893907,16.09914153054748,83.90085846945252,6.508888250860778,17.083635052945702,0.8484036615316048,1197.5101050929725,-17.320635789065765,0.9721526029538596,0.0207943802382899,0.556610173744923,0.5613837376784517,1.9277031144388368,0.044542066407044,15.62302178026429,1.4071708079860712,0.6358118199172683,-0.5066219254178034,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5,True,2.0620433332453607,0.5215615672624343,0.6024928464691486,-0.4715342316959128,0.28131878820850537,0.6257939322261217,4,Upper-Mid,47.54776920355812,53.74318355372203,69.2564313476628,88.1496444720803,88.03009937700564,52.56263023752117,51.78722374592653
162.104,142.932,50203010.0,41.794,57.125,1.066,2072.493,301.86,162.761,DE000A12DM80,317079,SCOUT24 SE,1432.336,261.963,0.0,254.787,2024.0,1.759,519130.0,640.157,5020.0,2024-12-31,502030.0,-171.725,5.073,301.86,1432.336,588.798,47.073,65.891,DEU,54.2,52.84,95.6,0.884,7370.0,43.059,1.649,588.798,50.0,257.017,119.003,12.293744779837615,11.31745623931815,43.27239562634384,51.2671578368133,27.53134351679184,51.2671578368133,75.7247816738508,17.28388948057498,0.4542740768734515,0.4542740768734515,0.2180651466046731,0.2243599286922198,-6.897972634889481,0.0291789077423174,0.142812161392299,69.11174127005496,30.88825872994505,50.224127735068,0.4884052209633605,9.8699971483619,0.2841013214519904,552.343339587242,11.143035579106735,32.75588571972052,9.20519431112198,,,5.305928656936357,0.1501363795393326,0.0187793427230046,256.133,43.500996946321145,0.3439461202955446,100.8752408874864,1.4469321444130427,7.313034351339508,58.97448551547154,41.02551448452846,10.702118538907568,2.628435773942339,1.0426540284360408,27.904700553799437,20.108695652173925,2.7933164819655585,-0.0747971151867522,-0.0876191370209272,0.9961506824352137,11.444048391748495,0.30555334563971,12.40134466075398,2.909322990334067,0.6553504498423376,0.5786809364117763,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,True,3.6876899596088877,0.5053502139399582,1.4966941275335357,-0.18465956411376627,1.0510010964271332,0.4047699751377173,4,Upper-Mid,19.904773217172032,26.02463463225058,46.275572588392876,75.49858264220062,70.63364675943687,54.53219966229328,31.311741491454526
3124.0,7884.0,45103010.0,6720.0,11087.0,109.121,74122.0,9422.0,3433.0,DE0007164600,103487,SAP SE,45440.0,19079.0,0.0,8142.0,2024.0,,513210.0,28314.0,4510.0,2024-12-31,451030.0,-3412.0,545.0,9422.0,45440.0,34176.0,1280.0,10276.0,DEU,4337.0,7828.0,2741.0,797.0,7372.0,6603.0,1478.0,34176.0,45.0,5220.0,21401.0,10.984592968349478,6.875000000000001,23.82373595505618,27.569054307116104,9.140917602996254,27.569054307116104,76.9311797752809,15.609662576687116,1.1217044918496777,1.1217044918496777,0.5811101210755281,0.658577493579328,3.132673160465179,0.1478873239436619,0.2234375,61.30433609454683,38.19918512722269,14.939449541284404,-0.099129696455105,13.697687596125308,0.4610776827392677,313.1936107623648,4.365866121614716,83.60311329588015,12.690191947565545,14.718346253229974,,25.518739375623973,2.3320458801498125,0.62265625,4423.0,12.941830524344567,15.268199233716476,64.1120117907148,1.631205985915493,19.32057584269663,87.74007682458387,12.259923175416134,9.513891114173113,8.468573937221047,1.411683797698915,-20.263205336217773,1.5286624203821653,-0.4645395458999519,-0.0181451128191902,-0.2241374508052263,0.1373582371713566,2.746373490621218,0.1247602609288323,7.042443539030248,1.930148409512513,0.314716034555312,-0.4500436442306867,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,True,1.8086370430792447,0.7155007928524376,0.8461715718833484,-0.41265811192187285,0.7605892516901581,0.3922750232406859,4,Upper-Mid,52.062587816874775,63.19978567927783,65.28005295844575,93.97921965064086,84.15911797596081,48.80909901288904,55.486781924063685
912.0,3775.0,30302010.0,0.0,2503.0,22.791,13011.0,1671.0,114.0,DE0005200000,100083,BEIERSDORF AG,8475.0,3696.0,1612.0,1356.0,2024.0,,325620.0,4516.0,3030.0,2024-12-31,303020.0,-1029.0,45.0,1671.0,8475.0,9850.0,315.0,4076.0,DEU,2719.0,2042.0,223.0,437.0,2844.0,354.0,1296.0,9850.0,30.0,1231.0,6441.0,10.42195065713627,10.761061946902654,13.766497461928934,16.96446700507614,9.258883248730964,16.96446700507614,61.6751269035533,16.0,1.7426948051948052,1.306547619047619,0.6772186147186147,1.0278679653679654,21.097532856813466,0.0,0.0134513274336283,65.13719160710168,34.70909230650987,30.133333333333333,-1.4296828246558946,0.8761816924141111,0.7570517254630698,432.18814444298187,4.823702252693438,75.66802030456853,27.604060913705585,3.588342440801457,2.34181141439206,34.931980631773115,4.436548223350254,1.3873015873015873,794.0,8.060913705583756,35.49959382615759,90.78171091445428,1.535221238938053,3.5939086294416245,24.451754385964914,75.54824561403508,4.265904519953434,3.024784226779631,3.7936059750432793,87.26415094339623,-15.473887814313349,-0.1521733838461118,0.0014112453995748,0.1914147622911139,-0.09660360856517,0.969901098575644,0.0208567178442092,9.461225117208516,2.0022533568888843,0.2707791238919422,0.0118690843335776,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,True,1.3755465521242274,0.9695116953435198,0.16478857374106107,-0.2048202478428142,0.7009836563864774,0.8256019698231124,4,Upper-Mid,68.68082866473578,78.67730874602378,83.0199965160058,84.20030504342594,86.9869012701357,50.88277703884839,64.67585890996202
1780.0,6760.0,45301020.0,4595.0,2201.0,58.065,28639.0,4828.0,573.0,DE0006231004,132740,INFINEON TECHNOLOGIES AG,17219.0,5146.0,3990.0,2963.0,2024.0,10.0,334413.0,11420.0,4530.0,2024-09-30,453010.0,-615.0,157.0,4828.0,17219.0,14955.0,1865.0,1412.0,DEU,6476.0,2770.0,455.0,2432.0,3674.0,2558.0,395.0,14955.0,45.0,2780.0,9793.0,10.346031635182792,10.337417968523145,19.81277164827817,32.283517218321634,11.90237378803076,32.283517218321634,54.79772651287195,13.583020078848444,1.9030314807617568,1.127671978235523,0.4277108433734939,0.5044694908666926,16.2261252138692,0.2668563795806957,0.300133573378245,60.124306016271525,39.87569398372848,18.872611464968152,0.6145401822700911,18.045322811550683,0.522190020601278,257.55618703177475,5.398916967509026,67.60615178869942,43.3032430625209,3.2182052937378955,1.694235588972431,17.357449631621215,16.262119692410565,1.3040214477211796,348.0,2.3269809428284853,87.4820143884892,93.82382720215998,1.663220860677159,17.10464727515881,25.56179775280899,74.43820224719101,-8.302164449077198,0.70325960828439,-0.8960573476702649,-71.49877149877149,-11.20847024461482,1.045090374696417,0.0194415793048537,0.3902246472647871,0.0763927750024315,4.675615587678315,0.1857166236036557,9.70704284367471,2.8184744444689387,0.5495697063287116,0.0346232615737799,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,True,1.6366463737947425,1.0071635326585833,0.5990075500648806,-0.42483417664625,0.5391979916895407,0.4478145725523635,4,Upper-Mid,66.3464080046881,71.54892951574153,82.4976633753937,97.42795240443823,87.26698284603845,50.48323383621408,63.68119177237314
139.98,516.311,30202010.0,426.798,407.009,4.791,2676.221,356.161,56.737,DE0007074007,102926,KWS SAAT SE & CO KGAA,1601.531,521.392,420.328,253.274,2025.0,,111.0,1074.69,3020.0,2025-06-30,302020.0,-236.849,11.651,356.161,1601.531,1676.628,102.887,464.725,DEU,623.634,603.264,41.25,108.116,100.0,348.951,33.022,1676.628,30.0,226.537,1550.007,9.463867146995709,8.740386542627023,15.106153541513084,21.242696650658345,8.34890029273041,21.242696650658345,69.20539320588705,12.486830292324372,2.972824669346672,2.166659634209961,0.7806199558105993,0.8439542609015864,38.4353534330685,0.2664937487941226,0.3019204748456321,59.84300250240919,40.15699749759082,21.738391554373017,0.2148635027417376,18.06782773171573,0.6264908615544083,349.95366311834687,2.779260821133036,131.32988355198648,37.19572856948589,1.6299859519839783,1.228352619858777,37.74998402598291,6.44841908879012,1.0508227472858571,118.421,7.063045589122931,47.725537108728375,89.44344859717145,1.6710391494139043,20.81266685275446,29.46849549935705,70.53150450064294,-0.0887899420660476,-9.467631769365848,3.746210480727585,-6141.887755102017,-20.53799794208437,0.3430504854413146,0.0244276877275663,0.0026673672731636,0.2807733865456231,2.4249338116019827,0.1866462445362519,8.464809146927701,1.934299544562904,0.2601714579267073,0.0545221028846037,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,12,True,1.0660853254021727,1.8826096608862566,0.10537930242597895,-0.22069812237219938,0.134049424591115,0.4228280383939277,4,Upper-Mid,66.21971090333152,86.63479805096004,68.13691908643428,98.20087587061464,95.84460138217149,51.90140080970468,68.0116217659118
170.43,1073.407,20106020.0,39.285,137.938,7.498,2544.259,307.915,35.149,DE0005878003,101937,DMG MORI AG,1419.503,964.615,714.117,237.066,2024.0,4.81,3335.0,1094.563,2010.0,2024-12-31,201060.0,-176.324,12.437,307.915,1419.503,2235.785,70.849,662.307,DEU,456.516,709.185,88.2,37.147,3540.0,85.737,1.774,2235.785,20.0,171.974,1642.446,9.317683459113244,12.006314886266532,10.603255679772433,13.772120306737904,7.622825987293054,13.772120306737904,51.98970384003828,16.25088772323326,1.7026958942168635,0.9623829196104144,0.1429979836515086,0.1448370593449199,26.641587982984436,0.0276751792704911,0.0524366626910968,55.79239377752029,43.0208952783502,19.06134919996784,-0.2062387347157494,2.92556693324068,0.8787568404002893,298.18418244865296,3.152611800870013,115.77702015175878,20.41860017846081,3.298440171665209,1.503124838086756,33.29547031178822,1.661474605116324,0.5243122697568067,134.827,6.0304099007731065,21.60035819368044,72.54266744282182,1.7923590157963738,3.834760497990639,51.751452209118106,48.24854779088189,-10.989016676433872,-8.07479290932811,-0.2262142381902809,12.482376006340456,-47.39353943324883,0.1674330152457275,0.0003455489000788,-0.2301677019405922,0.4936669070791427,1.8554738142197376,0.0158563811697968,6.759296125119336,2.103300434638087,0.0895705462111298,0.3422155868631784,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,True,0.9800944850272068,0.4995881714903188,0.0025544150131055522,-0.3350051947363041,0.48500700123915674,0.7631261492636415,4,Upper-Mid,63.93513114032308,83.46162092051722,74.99508306868387,90.24631169478063,76.17413337066992,48.95936984688299,62.71712781531123
2007.0,10009.0,30301010.0,2642.0,3488.0,47.15,35267.0,3673.0,1647.0,DE0006048432,101942,HENKEL AG & CO KGAA,21732.0,9089.0,2568.0,3018.0,2024.0,473.0,3256.0,13445.0,3030.0,2024-12-31,303010.0,171.0,113.0,3673.0,21732.0,21586.0,655.0,7259.0,DEU,3802.0,4144.0,850.368,626.0,2840.0,634.0,599.0,21586.0,30.0,3120.0,11031.0,8.55757507017892,9.235229155162894,13.98128416566293,17.015658297044382,9.297692949133696,17.015658297044382,53.63198369313445,12.382046442930992,1.2136648696226209,0.9311255363626362,0.383760589723842,0.4496644295302013,5.506564210168146,0.1215718755751886,0.197358733664642,61.62134573397226,38.12345819037628,26.707964601769916,0.2180778655050367,12.161510760767856,0.6120736098902657,457.8154825026512,5.208976833976834,70.07134253682942,17.613267858797368,11.115345005149331,3.897585669781932,21.64062721524371,2.90002779579357,0.9557251908396946,2494.0,11.553784860557768,20.06410256410257,103.37972166998011,1.6228142830848518,2.9370888538867783,42.37010463378177,57.62989536621823,0.3346657990145996,11.154185577407972,-1.2565445026178068,-5.780128447298827,2.960526315789469,-0.4888991048820371,0.000863179950309,-0.0340206039235955,-0.0389909689786958,2.383246050438567,0.0606688304581914,8.846797289250574,2.060570200843216,0.4629066347167239,-0.4927676257901252,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,True,1.2388782885301475,0.5448019037521973,0.388994354637574,-0.2457047115478533,0.9228944623699833,0.48476164490865714,4,Upper-Mid,64.32649696064934,94.68792860725962,64.9595916072927,93.07037640633214,97.99691455469045,48.47714918820595,68.67475932954844
478.224,2739.073,15101050.0,1648.716,709.492,12.956,8324.708,1005.062,897.068,DE000SYM9999,281772,SYMRISE AG,3981.18,1925.204,1283.31,709.061,2024.0,,325620.0,4305.061,1510.0,2024-12-31,151010.0,-281.876,79.893,1005.062,3981.18,4998.513,296.001,998.114,DEU,1749.839,1070.501,167.7,227.423,2844.0,275.649,0.0,4998.513,15.0,894.914,3106.288,8.517548002884906,12.012117010534563,14.185438749484096,20.107219887194454,9.567325322550928,20.107219887194454,45.20224314711195,12.594566578139275,1.6134851163824715,0.9469012115079752,0.3685282183082936,0.3685282183082936,14.187692829586334,0.4141274697451509,0.6394546340532203,47.82365940042581,51.71425832593767,8.875132990374626,1.8270435057737728,30.58106062098514,0.6004430425667783,385.80680765668416,4.669321186995622,78.16982070467758,35.00719113864464,4.232140135671975,2.134381404337222,21.3820472742107,4.549813114420228,0.7683183502758437,667.491,13.353791417567583,25.41283296495529,126.2111440341522,2.091015226641348,5.514620048002276,35.06724882063635,64.93275117936365,5.672629855859812,6.106533676845904,2.370417193426033,41.82653796221734,-8.617017856855835,-0.1639514460331436,-0.0382411793988295,-0.0151635833486043,0.0605568994146587,0.9746357666051833,0.1524070331727434,10.750094778099124,1.6883816613494942,0.311270883538305,-0.530394311251048,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,True,1.0520895916568072,0.42027580367762307,0.42063992771126824,-0.29229005022599097,0.33984376482763146,0.13710562952668545,4,Upper-Mid,63.51568782682499,93.77820072612504,73.07689696195061,72.58625060409788,97.12746208437372,48.7668842777268,65.98965964902085
